-0.32460000,-0.32460000,0.32460000,-0.37500000,0.37500000,-0.24160000,0.24160000,0.11130000,-0.11130000,0.03161000,-0.03161000,0.12210000,-0.12210000,0.45980000,-0.45980000,-0.01931000,0.01931000
-0.24750000,-0.24750000,0.24750000,-0.44460000,0.44460000,-0.20190000,0.20190000,-0.30790000,0.30790000,0.33400000,-0.33400000,-0.33000000,0.33000000,-0.11060000,0.11060000,0.27650000,-0.27650000
-0.04170000,-0.04170000,0.04170000,-0.01396000,0.01396000,-0.05311000,0.05311000,-0.10760000,0.10760000,0.05574000,-0.05574000,0.04735000,-0.04735000,-0.39890000,0.39890000,0.11770000,-0.11770000
0.45700000,0.45700000,-0.45700000,0.59020000,-0.59020000,0.49310000,-0.49310000,-0.59990000,0.59990000,0.23350000,-0.23350000,-0.44800000,0.44800000,-0.04123000,0.04123000,0.16540000,-0.16540000
0.11450000,0.11450000,-0.11450000,0.13700000,-0.13700000,0.08754000,-0.08754000,-0.42150000,0.42150000,-0.00643700,0.00643700,-0.34420000,0.34420000,-0.70047573,0.70047573,0.02041000,-0.02041000
-1.56200000,-0.98055255,0.98055255,-1.24426201,1.24426201,-1.04718168,1.04718168,0.13290000,-0.13290000,0.30140000,-0.30140000,0.06106000,-0.06106000,-0.12920000,0.12920000,0.28180000,-0.28180000
-0.48050000,-0.48050000,0.48050000,-0.63170000,0.63170000,-0.53000000,0.53000000,-0.53230000,0.53230000,-0.14970000,0.14970000,-0.57340000,0.57340000,-0.23500000,0.23500000,-0.15210000,0.15210000
0.14670000,0.14670000,-0.14670000,-0.08801000,0.08801000,0.05693000,-0.05693000,-0.37210000,0.37210000,0.48510000,-0.48510000,-0.40990000,0.40990000,-0.11280000,0.11280000,0.50170000,-0.50170000
-0.66610000,-0.66610000,0.66610000,-0.61460000,0.61460000,-0.67370000,0.67370000,0.10740000,-0.10740000,0.13020000,-0.13020000,0.08799000,-0.08799000,0.44040000,-0.44040000,0.14710000,-0.14710000
-0.60920000,-0.60920000,0.60920000,-0.62250000,0.62250000,-0.73720000,0.73720000,-0.23150000,0.23150000,0.33240000,-0.33240000,-0.17340000,0.17340000,0.27260000,-0.27260000,0.19530000,-0.19530000
0.45800000,0.45800000,-0.45800000,0.71610000,-0.71610000,0.56960000,-0.56960000,0.28390000,-0.28390000,0.05109000,-0.05109000,0.40550000,-0.40550000,-0.84620000,0.84620000,0.03160000,-0.03160000
